Date,BTC,ETH,DOT,CRV,GALA,USDC
2021-12-24,50822.195312,4047.982910,28.139498,5.185644,0.472095,1.000665
2021-12-25,50429.859375,4093.281006,28.837757,5.842754,0.497559,0.999856
2021-12-26,50809.515625,4067.328125,31.332836,5.733505,0.511446,0.999108
2021-12-27,50640.417969,4037.547607,30.908672,5.273466,0.537678,0.999582
2021-12-28,47588.855469,3800.893066,27.907103,4.731207,0.467485,1.000841
2021-12-29,46444.710938,3628.531738,26.744373,4.827610,0.449511,0.999463
2021-12-30,47178.125000,3713.852051,27.567789,5.117206,0.462480,1.000346
2021-12-31,46306.445312,3682.632812,26.719675,5.345203,0.451456,1.000039
2022-01-01,47686.812500,3769.697021,28.583582,6.212177,0.462435,1.000085
2022-01-02,47345.218750,3829.564941,29.731167,6.030825,0.456982,0.999765
2022-01-03,46458.117188,3761.380371,30.105101,6.503538,0.440966,0.999708
2022-01-04,45897.574219,3794.056641,28.777731,6.068880,0.426218,1.000585
2022-01-05,43569.003906,3550.386963,26.796141,5.422453,0.378937,0.999757
2022-01-06,43160.929688,3418.408203,26.760822,5.407585,0.384696,0.999560
2022-01-07,41557.902344,3193.210449,24.925240,4.996164,0.342779,1.000477
2022-01-08,41733.941406,3091.972656,24.029129,4.607552,0.315207,0.999512
2022-01-09,41911.601562,3157.751465,24.627319,4.525877,0.328057,0.999836
2022-01-10,41821.261719,3083.097900,23.780060,4.301744,0.306594,1.000381
2022-01-11,42735.855469,3238.111572,25.543930,4.607399,0.320523,1.000216
2022-01-12,43949.101562,3372.258301,27.319494,4.901227,0.358586,0.999799
2022-01-13,42591.570312,3248.288574,25.828890,5.009435,0.325850,0.999025
2022-01-14,43099.699219,3310.001465,27.712864,5.346952,0.324368,1.000034
2022-01-15,43177.398438,3330.530762,27.736834,5.290297,0.336715,0.999482
2022-01-16,43113.878906,3350.921875,27.665129,5.137163,0.328187,0.999692
2022-01-17,42250.550781,3212.304932,25.727352,4.770536,0.304445,0.999679
2022-01-18,42375.632812,3164.025146,25.168928,4.557509,0.300070,1.000105
2022-01-19,41744.328125,3095.825928,24.129553,4.198928,0.278318,1.000331
2022-01-20,40680.417969,3001.120117,22.984886,3.963969,0.260763,1.000412
2022-01-21,36457.316406,2557.931641,19.646294,3.303929,0.215656,1.000441
2022-01-22,35030.250000,2405.181152,18.229856,2.874850,0.181293,1.000032
2022-01-23,36276.804688,2535.039062,18.828775,3.010071,0.196520,1.000145
2022-01-24,36654.328125,2440.352295,18.036749,2.815198,0.184660,1.000305
2022-01-25,36954.003906,2455.935059,18.348646,3.024614,0.187187,1.000429
2022-01-26,36852.121094,2468.030273,18.076839,2.868308,0.210329,0.999935
2022-01-27,37138.234375,2423.001221,18.134811,2.783674,0.189250,0.999776
2022-01-28,37784.332031,2547.092041,18.339581,2.914598,0.189423,0.999651
2022-01-29,38138.179688,2597.084717,18.710241,2.986459,0.192008,1.000395
2022-01-30,37917.601562,2603.466553,18.172527,3.194041,0.190034,1.000065
2022-01-31,38483.125000,2688.278809,19.420546,3.297240,0.197982,0.999539
2022-02-01,38743.273438,2792.117188,19.614204,3.470513,0.204796,0.999683
2022-02-02,36952.984375,2682.854004,18.796898,3.109930,0.187463,0.999967
2022-02-03,37154.601562,2679.162598,18.812508,3.100386,0.186711,1.000231
2022-02-04,41500.875000,2983.586914,20.424664,3.426671,0.201793,0.999533
2022-02-05,41441.164062,3014.648193,21.366989,3.430851,0.290779,1.000117
2022-02-06,42412.433594,3057.476074,21.903336,3.377783,0.320410,1.000357
2022-02-07,43840.285156,3142.470703,22.364510,3.573792,0.348380,0.999022
2022-02-08,44118.445312,3122.608643,21.689148,3.428709,0.380127,0.999171
2022-02-09,44338.796875,3239.457031,21.930412,3.496836,0.357714,0.999587
2022-02-10,43565.113281,3077.482178,20.635054,3.199756,0.327424,1.000103
2022-02-11,42407.937500,2927.383545,18.962442,2.886422,0.305628,0.999368
2022-02-12,42244.468750,2917.362793,18.818741,2.872110,0.309371,1.000177
2022-02-13,42197.515625,2883.463379,18.831486,2.762200,0.282406,0.999983
2022-02-14,42586.917969,2933.479004,18.714754,2.899019,0.295648,0.999365
2022-02-15,44575.203125,3179.877197,20.144676,3.171794,0.354729,0.999571
2022-02-16,43961.859375,3127.830078,19.801155,3.180081,0.332592,0.999776
2022-02-17,40538.011719,2881.481934,18.109921,2.904326,0.300684,0.999402
2022-02-18,40030.976562,2785.727539,17.845699,2.813910,0.289855,0.999771
2022-02-19,40122.156250,2763.701172,17.892260,2.803094,0.281461,0.999870
2022-02-20,38431.378906,2628.648438,16.930510,2.559259,0.250799,1.000003
2022-02-21,37075.281250,2573.816162,16.192122,2.343160,0.223987,0.999335
2022-02-22,38286.027344,2639.299316,16.564276,2.399000,0.242223,1.000045
2022-02-23,37296.570312,2590.359619,16.009569,2.296888,0.219097,0.999513
2022-02-24,38332.609375,2598.067139,16.170918,2.241993,0.228706,0.999963
2022-02-25,39214.218750,2764.535645,17.250305,2.352466,0.257904,0.999943
2022-02-26,39105.148438,2781.111816,18.024559,2.382805,0.248557,0.999992
2022-02-27,37709.785156,2621.801758,17.473413,2.188786,0.232092,0.999722
2022-02-28,43193.234375,2919.201172,18.941088,2.439809,0.260359,0.999853
2022-03-01,44354.636719,2972.485107,18.880503,2.542063,0.257892,0.999814
2022-03-02,43924.117188,2950.118408,18.593468,2.641826,0.254492,0.999569
2022-03-03,42451.789062,2834.468994,18.019323,2.506616,0.243432,0.999934
2022-03-04,39137.605469,2617.156006,16.757080,2.248200,0.222469,0.999841
2022-03-05,39400.585938,2664.831055,17.312721,2.246590,0.231347,0.999371
2022-03-06,38419.984375,2555.037354,16.978825,2.064794,0.216807,0.999851
2022-03-07,38062.039062,2497.771240,16.431496,1.990856,0.215510,0.999134
2022-03-08,38737.269531,2576.747559,16.953651,2.033367,0.219736,1.000260
2022-03-09,41982.925781,2729.783447,17.866676,2.158841,0.233547,1.000450
2022-03-10,39437.460938,2608.048584,16.979118,2.044838,0.217007,0.999801
2022-03-11,38794.972656,2559.562988,17.734423,1.971799,0.211925,0.999341
2022-03-12,38904.011719,2574.754150,18.153923,1.979795,0.214059,0.999538
2022-03-13,37849.664062,2518.944580,17.247932,1.923051,0.217451,0.999965
2022-03-14,39666.753906,2590.696045,17.695951,1.952289,0.219624,1.000288
2022-03-15,39338.785156,2620.149658,17.828997,1.954909,0.215202,0.999367
2022-03-16,41143.929688,2772.055664,19.053368,2.093626,0.239292,0.999896
2022-03-17,40951.378906,2814.854492,18.751732,2.124030,0.227332,0.999784
2022-03-18,41801.156250,2945.343018,18.991892,2.244837,0.231066,0.999848
2022-03-19,42190.652344,2946.257080,19.359505,2.281689,0.249314,0.999748
2022-03-20,41247.824219,2860.459229,18.638643,2.147130,0.233561,0.999932
2022-03-21,41077.996094,2897.976562,18.795271,2.198509,0.235994,0.999828
2022-03-22,42358.808594,2973.131104,20.252199,2.265638,0.241125,0.999904
2022-03-23,42892.957031,3031.067139,21.003956,2.382324,0.249411,0.999953
2022-03-24,43960.933594,3108.062012,21.245491,2.381221,0.252762,0.999705
2022-03-25,44348.730469,3106.671387,20.547285,2.283177,0.244954,0.999153
2022-03-26,44500.828125,3143.178955,20.887957,2.406834,0.251500,0.999892
2022-03-27,46820.492188,3291.577637,22.447863,2.613680,0.263366,1.000039
2022-03-28,47128.003906,3336.634521,21.970449,2.582503,0.263187,1.000126
2022-03-29,47465.730469,3401.987793,22.486179,2.811271,0.271686,0.999996
2022-03-30,47062.664062,3385.157959,22.468348,2.811835,0.271764,0.999431
2022-03-31,45538.675781,3281.642822,21.302511,2.627007,0.253738,0.999447
2022-04-01,46281.644531,3449.552246,22.016987,2.798325,0.261720,0.999994
2022-04-02,45868.949219,3445.059326,22.644535,2.883523,0.255042,0.999344
2022-04-03,46453.566406,3522.833496,23.208246,2.948965,0.265493,1.000094
2022-04-04,46622.675781,3521.241211,22.657770,2.911368,0.256620,1.000122
2022-04-05,45555.992188,3411.792480,21.789715,2.812459,0.248399,0.999696
2022-04-06,43206.738281,3171.691895,19.839634,2.503041,0.219623,0.999585
2022-04-07,43503.847656,3233.274658,20.426392,2.540117,0.228244,1.000037
2022-04-08,42287.664062,3192.073975,19.400885,2.340861,0.213596,0.999741
2022-04-09,42782.136719,3261.916260,19.787586,2.473154,0.225967,1.000084
2022-04-10,42207.671875,3211.866943,19.285307,2.415318,0.215618,0.999626
2022-04-11,39521.902344,2981.052246,17.188892,2.164762,0.192167,0.999732
2022-04-12,40127.183594,3030.376465,17.785879,2.220882,0.201844,0.999865
2022-04-13,41166.730469,3118.344238,18.198500,2.294243,0.206942,0.999745
2022-04-14,39935.515625,3019.909424,17.930796,2.228706,0.197809,0.999839
2022-04-15,40553.464844,3040.916504,18.350922,2.225355,0.201627,0.999753
2022-04-16,40424.484375,3062.310303,18.630079,2.238084,0.203002,1.000226
2022-04-17,39716.953125,2993.403320,17.780474,2.214944,0.192527,0.999259
2022-04-18,40826.214844,3057.606689,18.169546,2.186213,0.194831,0.999873
2022-04-19,41502.750000,3104.106445,18.896812,2.312967,0.199655,0.999897
2022-04-20,41374.378906,3077.745850,19.088778,2.328987,0.195760,0.999847
2022-04-21,40527.363281,2987.480713,18.185995,2.197601,0.189511,1.000282
2022-04-22,39740.320312,2964.835693,18.299129,2.490144,0.192364,1.000199
2022-04-23,39486.730469,2938.114014,18.732672,2.674735,0.188059,1.000004
2022-04-24,39469.292969,2922.732666,18.158657,2.692364,0.186388,0.999963
2022-04-25,40458.308594,3009.393555,18.119980,2.742037,0.182596,1.000218
2022-04-26,38117.460938,2808.298340,16.650600,2.367505,0.164136,1.000127
2022-04-27,39241.121094,2888.929688,16.948017,2.487280,0.173106,1.000321
2022-04-28,39773.828125,2936.940918,16.996513,2.398703,0.169050,1.000029
2022-04-29,38609.824219,2815.601807,16.162790,2.233779,0.155060,1.000023
2022-04-30,37714.875000,2730.186768,14.519939,2.002880,0.131577,1.000295
2022-05-01,38469.093750,2827.756104,15.381729,2.070972,0.142995,1.000381
2022-05-02,38529.328125,2857.410400,14.978443,2.104662,0.135767,1.000060
2022-05-03,37750.453125,2783.476318,14.727037,2.156079,0.136484,1.000119
2022-05-04,39698.371094,2940.644775,16.305258,2.603586,0.161759,1.000077
2022-05-05,36575.140625,2749.213135,14.581028,2.456576,0.139253,0.999958
2022-05-06,36040.921875,2694.979736,14.313102,2.300965,0.143967,1.000072
2022-05-07,35501.953125,2636.093018,13.775654,2.234568,0.135665,0.999906
2022-05-08,34059.265625,2517.459961,13.254074,2.346924,0.130415,1.000087
2022-05-09,30296.953125,2245.430420,10.767036,1.926481,0.105922,0.999595
2022-05-10,31022.906250,2343.510986,11.358492,1.982303,0.109259,0.999828
2022-05-11,28936.355469,2072.108643,8.956188,1.485051,0.064955,1.000766
2022-05-12,29047.751953,1961.701538,8.745313,1.308038,0.068496,1.000659
2022-05-13,29283.103516,2014.418213,10.493300,1.319971,0.091707,1.000347
2022-05-14,30101.265625,2056.273926,11.350681,1.418867,0.100493,1.000381
2022-05-15,31305.113281,2145.706787,11.795572,1.505066,0.100559,1.000183
2022-05-16,29862.917969,2022.725952,10.624635,1.365768,0.085749,1.000581
2022-05-17,30425.857422,2090.409180,11.034236,1.391433,0.089395,1.000219
2022-05-18,28720.271484,1916.656128,9.506676,1.227186,0.077472,0.999771
2022-05-19,30314.333984,2018.336182,10.041606,1.078337,0.086073,1.000269
2022-05-20,29200.740234,1961.315674,9.684748,1.138106,0.082270,0.999907
2022-05-21,29432.226562,1974.518311,9.992507,1.213379,0.085824,1.000266
2022-05-22,30323.722656,2043.170166,10.186108,1.278993,0.085332,1.000092
2022-05-23,29098.910156,1972.181885,9.886961,1.298353,0.079958,1.000141
2022-05-24,29655.585938,1978.982788,10.181180,1.254715,0.083475,1.000179
2022-05-25,29562.361328,1944.827881,9.866582,1.231699,0.080095,0.999821
2022-05-26,29267.224609,1803.913330,9.181025,1.209090,0.073352,0.999930
2022-05-27,28627.574219,1724.922852,9.131903,1.168800,0.070060,1.000403
2022-05-28,28814.900391,1757.941772,9.666282,1.222555,0.072521,1.000150
2022-05-29,29445.957031,1812.031006,9.980677,1.252420,0.078497,1.000586
2022-05-30,31726.390625,1996.441284,10.454896,1.385084,0.084055,1.000099
2022-05-31,31792.310547,1942.328003,10.366197,1.382200,0.082882,1.000210
2022-06-01,29799.080078,1823.569336,9.471385,1.272066,0.073709,1.000130
2022-06-02,30467.488281,1834.150513,9.897680,1.255132,0.076400,1.000224
2022-06-03,29704.390625,1775.078613,9.376930,1.173298,0.073690,1.000143
2022-06-04,29832.914062,1801.609497,9.430593,1.178225,0.074549,1.000243
2022-06-05,29906.662109,1805.204956,9.344997,1.210304,0.074560,1.000144
2022-06-06,31370.671875,1859.289673,9.492770,1.286300,0.088047,1.000082
2022-06-07,31155.478516,1814.048340,9.228157,1.190270,0.078414,1.000103
2022-06-08,30214.355469,1793.572266,9.003772,1.157968,0.075112,1.000218
2022-06-09,30111.998047,1789.826050,9.232093,1.149004,0.075966,1.000244
2022-06-10,29083.804688,1665.042236,8.652823,1.026074,0.069134,1.000063
2022-06-11,28360.810547,1529.663452,8.016177,0.905654,0.062528,1.000090
2022-06-12,26762.648438,1445.216553,7.450018,0.866958,0.057616,1.000049
2022-06-13,22487.388672,1204.582764,7.010198,0.713712,0.059499,1.000434
2022-06-14,22206.792969,1211.662842,7.365457,0.730801,0.061076,1.000728
2022-06-15,22572.839844,1233.206421,8.510279,0.766848,0.065329,1.000704
2022-06-16,20381.650391,1067.730713,7.099977,0.660415,0.055073,1.000368
2022-06-17,20471.482422,1086.519287,7.294320,0.662207,0.056878,1.000208
2022-06-18,19017.642578,993.636780,7.058119,0.583005,0.053404,1.000315
2022-06-19,20553.271484,1127.656494,7.516708,0.647024,0.056219,1.000404
2022-06-20,20599.537109,1127.642456,7.886881,0.703163,0.056568,1.000152
2022-06-21,20710.597656,1124.824585,7.742200,0.724356,0.056030,0.999943
2022-06-22,19987.029297,1051.421875,7.408511,0.698509,0.054180,1.000108
2022-06-23,21085.876953,1143.386719,7.787092,0.830819,0.057761,1.000539
2022-06-24,21231.656250,1226.844727,8.205908,0.846081,0.062090,0.999864
2022-06-25,21502.337891,1243.446899,8.133731,0.820993,0.069047,1.000104
2022-06-26,21027.294922,1199.831665,7.835564,0.751284,0.060525,0.999813
2022-06-27,20735.478516,1193.680664,7.744108,0.735739,0.059970,1.000166
2022-06-28,20280.634766,1144.579224,7.310052,0.697511,0.056656,1.000140
2022-06-29,20104.023438,1098.943848,7.009116,0.704677,0.056222,1.000365
2022-06-30,19784.726562,1067.298828,7.039863,0.682543,0.054406,0.999914
2022-07-01,19269.367188,1059.767334,6.729926,0.746149,0.051639,1.000177
2022-07-02,19242.255859,1066.512817,6.825885,0.776994,0.053247,0.999971
2022-07-03,19297.076172,1073.766968,6.843847,0.795087,0.053000,1.000372
2022-07-04,20231.261719,1151.059082,7.173794,0.864355,0.055318,1.000306
2022-07-05,20190.115234,1134.541016,6.849418,0.959857,0.053212,1.000053
2022-07-06,20548.246094,1186.973999,6.929980,0.962122,0.054181,0.999879
2022-07-07,21637.587891,1237.593384,7.310357,1.052693,0.057072,1.000092
2022-07-08,21731.117188,1222.506226,7.071250,1.011920,0.054149,0.999778
2022-07-09,21592.207031,1216.978271,7.261516,1.016774,0.055486,1.000046
2022-07-10,20860.449219,1168.401611,6.858700,0.954876,0.053148,1.000029
2022-07-11,19970.556641,1097.236572,6.536404,0.888874,0.048112,1.000169
2022-07-12,19323.914062,1038.191650,6.298569,0.878436,0.047314,0.999853
2022-07-13,20212.074219,1113.587158,6.469764,1.051883,0.048836,1.000047
2022-07-14,20569.919922,1191.526245,6.718586,1.172470,0.049518,0.999997
2022-07-15,20836.328125,1233.129150,6.805499,1.108974,0.049593,0.999963
2022-07-16,21190.316406,1352.626465,7.175997,1.173432,0.050846,1.000151
2022-07-17,20779.343750,1338.635742,6.923593,1.082621,0.050694,1.000249
2022-07-18,22485.689453,1578.717896,7.684227,1.342701,0.056030,1.000078
2022-07-19,23389.433594,1542.975220,7.802578,1.244650,0.058349,0.999893
2022-07-20,23231.732422,1520.200684,7.464481,1.156168,0.053683,0.999913
2022-07-21,23164.628906,1576.749512,7.529248,1.400138,0.054181,1.000082
2022-07-22,22714.978516,1537.405151,7.309357,1.437340,0.052312,1.000017
2022-07-23,22465.478516,1549.297485,7.331505,1.397247,0.053817,1.000014
2022-07-24,22609.164062,1599.476685,7.413887,1.378675,0.052998,1.000084
2022-07-25,21361.701172,1445.383423,6.769232,1.182382,0.047521,0.999742
2022-07-26,21239.753906,1441.806763,6.766585,1.165095,0.047635,1.000142
2022-07-27,22930.548828,1636.232666,7.666439,1.326861,0.051252,1.000115
2022-07-28,23843.886719,1725.468140,7.861245,1.539563,0.053255,1.000022
2022-07-29,23804.632812,1727.406982,8.185587,1.432164,0.054900,0.999678
2022-07-30,23656.207031,1695.969482,8.208562,1.356649,0.055554,0.999866
2022-07-31,23336.896484,1681.517334,8.645671,1.320421,0.057098,0.999797
2022-08-01,23314.199219,1635.195801,8.194032,1.308218,0.064806,0.999837
2022-08-02,22978.117188,1632.945435,7.938991,1.337219,0.059511,0.999934
2022-08-03,22846.507812,1618.874512,8.007531,1.333440,0.058200,1.000032
2022-08-04,22630.957031,1608.205811,8.089339,1.329998,0.059069,1.000036
2022-08-05,23289.314453,1732.254639,8.813465,1.440016,0.061186,1.000088
2022-08-06,22961.279297,1691.658081,8.516014,1.374406,0.060064,0.999706
2022-08-07,23175.890625,1699.350830,8.646408,1.399607,0.060664,0.999919
2022-08-08,23809.486328,1775.516113,9.268289,1.424647,0.062105,1.000066
2022-08-09,23164.318359,1703.025024,8.906954,1.290391,0.059865,0.999798
2022-08-10,23947.642578,1851.742676,9.502070,1.384667,0.063390,1.000135
2022-08-11,23957.529297,1881.224121,9.208973,1.361195,0.062136,0.999914
2022-08-12,24402.818359,1957.246460,9.479537,1.416131,0.066081,1.000067
2022-08-13,24424.068359,1981.336548,9.290427,1.431985,0.067028,0.999952
2022-08-14,24319.333984,1936.802002,8.958502,1.389518,0.070598,0.999848
2022-08-15,24136.972656,1904.228149,8.802429,1.335993,0.066912,0.999949
2022-08-16,23883.291016,1878.139404,8.842569,1.289319,0.069426,1.000061
2022-08-17,23335.998047,1832.999634,8.359841,1.178282,0.063043,0.999955
2022-08-18,23212.738281,1847.007812,8.094570,1.115301,0.058078,0.999907
2022-08-19,20877.552734,1612.987305,7.325466,1.051084,0.053015,1.000028
2022-08-20,21166.060547,1577.003784,7.233100,1.000382,0.052210,1.000211
2022-08-21,21534.121094,1619.318970,7.438866,1.027095,0.053969,1.000141
2022-08-22,21398.908203,1622.505859,7.401979,1.100275,0.053377,1.000138
2022-08-23,21528.087891,1662.769897,7.638374,1.184063,0.054292,0.999982
2022-08-24,21395.019531,1657.059204,7.572387,1.178310,0.054892,0.999861
2022-08-25,21600.904297,1696.457031,7.587152,1.180140,0.054759,0.999960
2022-08-26,20260.019531,1507.782837,6.923963,1.052865,0.049725,0.999974
2022-08-27,20041.738281,1491.395020,7.048661,1.045504,0.050777,1.000009
2022-08-28,19616.814453,1430.547363,6.843182,0.992371,0.049460,1.000031
2022-08-29,20297.994141,1553.037354,7.282452,1.079163,0.052318,0.999967
2022-08-30,19796.808594,1523.838867,7.003431,1.061778,0.050719,1.000006
2022-08-31,20049.763672,1553.684937,7.026895,1.147055,0.050390,1.000028
2022-09-01,20127.140625,1586.176758,7.186678,1.153124,0.050548,0.999976
2022-09-02,19969.771484,1577.220459,7.302052,1.092494,0.049858,1.000101
2022-09-03,19832.087891,1556.872681,7.285171,1.071609,0.050220,1.000126
2022-09-04,19986.712891,1577.641602,7.370433,1.088536,0.051613,1.000107
2022-09-05,19812.371094,1617.183228,7.364228,1.149488,0.050937,0.999882
2022-09-06,18837.667969,1561.748535,6.879021,1.037670,0.047308,0.999878
2022-09-07,19290.324219,1629.906372,7.198487,1.166547,0.048737,0.999993
2022-09-08,19329.833984,1635.347656,7.390428,1.128775,0.049061,0.999914
2022-09-09,21381.152344,1719.085449,7.770865,1.204806,0.052018,0.999945
2022-09-10,21680.539062,1776.203735,7.785724,1.245809,0.052143,0.999863
2022-09-11,21769.255859,1761.800049,7.698151,1.182592,0.052038,0.999951
2022-09-12,22370.449219,1713.765259,7.661845,1.141942,0.051248,1.000011
2022-09-13,20296.707031,1580.787964,7.134012,1.084757,0.048448,1.000114
2022-09-14,20241.089844,1634.755005,7.203162,1.070740,0.048686,1.000040
2022-09-15,19701.210938,1471.693481,6.926550,1.050999,0.047131,1.000162
2022-09-16,19772.583984,1432.447754,6.896843,1.054765,0.047649,1.000118
2022-09-17,20127.576172,1469.741699,7.063627,1.082409,0.049123,1.000032
2022-09-18,19419.505859,1335.329102,6.445236,0.938374,0.041880,1.000077
2022-09-19,19544.128906,1377.541382,6.396911,0.984038,0.043349,0.999873
2022-09-20,18890.789062,1324.388184,6.280215,0.945637,0.041505,0.999948
2022-09-21,18547.400391,1252.607788,6.155727,0.864542,0.040520,1.000113
2022-09-22,19413.550781,1327.680176,6.447795,0.916189,0.042444,0.999920
2022-09-23,19297.638672,1328.259521,6.438069,0.943596,0.042079,0.999993
2022-09-24,18937.011719,1317.993286,6.278332,0.920649,0.041365,0.999973
2022-09-25,18802.097656,1294.216797,6.201147,0.889388,0.040582,0.999968
2022-09-26,19222.671875,1335.320190,6.550902,0.927790,0.040856,1.000165
2022-09-27,19110.546875,1330.127686,6.384196,0.915142,0.040285,1.000123
2022-09-28,19426.720703,1337.410889,6.393946,0.937320,0.040172,1.000011
2022-09-29,19573.050781,1335.652344,6.432816,0.927974,0.040895,1.000124
2022-09-30,19431.789062,1327.978638,6.315190,0.915952,0.040543,1.000066
2022-10-01,19312.095703,1311.644409,6.272257,0.890801,0.040258,0.999984
2022-10-02,19044.107422,1276.093506,6.163300,0.860188,0.039417,0.999991
2022-10-03,19623.580078,1323.439209,6.379697,0.898347,0.040543,0.999927
2022-10-04,20336.843750,1362.126587,6.494706,0.911755,0.041418,0.999932
2022-10-05,20160.716797,1352.837158,6.435240,0.905959,0.041180,0.999938
2022-10-06,19955.443359,1351.709473,6.337180,0.891273,0.040849,0.999969
2022-10-07,19546.849609,1332.516968,6.331759,0.896882,0.040496,1.000022
2022-10-08,19416.568359,1315.500488,6.307404,0.882753,0.040650,1.000147
2022-10-09,19446.425781,1322.604248,6.475232,0.882631,0.042233,0.999993
2022-10-10,19141.484375,1291.337646,6.261762,0.853951,0.040031,0.999941
2022-10-11,19051.417969,1279.575684,6.179375,0.818325,0.039496,1.000025
2022-10-12,19157.445312,1294.906372,6.176182,0.822647,0.039222,0.999962
2022-10-13,19382.904297,1288.123901,6.116868,0.801220,0.037919,1.000016
2022-10-14,19185.656250,1297.422119,6.044194,0.811466,0.036706,0.999995
2022-10-15,19067.634766,1274.871704,6.052941,0.805738,0.036592,0.999930
2022-10-16,19268.093750,1306.296631,6.186030,0.816614,0.037157,0.999953
2022-10-17,19550.757812,1331.713623,6.253135,0.890008,0.036924,0.999985
2022-10-18,19334.416016,1310.447021,6.158466,0.911721,0.035641,0.999998
2022-10-19,19139.535156,1285.744263,6.106726,0.851365,0.032966,1.000055
2022-10-20,19053.740234,1283.200928,5.885611,0.847266,0.032877,1.000000
2022-10-21,19172.468750,1299.946411,5.834851,0.894767,0.033255,1.000014
2022-10-22,19208.189453,1314.299194,5.848345,0.876503,0.033380,1.000029
2022-10-23,19567.007812,1363.447021,5.960239,0.917722,0.034049,1.000030
2022-10-24,19345.572266,1344.998535,5.915407,0.876680,0.033058,0.999980
2022-10-25,20095.857422,1461.665405,6.447359,0.912195,0.034093,0.999966
2022-10-26,20770.441406,1566.566650,6.465910,0.933401,0.034955,1.000027
2022-10-27,20285.835938,1514.374878,6.336137,0.912499,0.034519,0.999969
2022-10-28,20595.351562,1555.477905,6.521456,0.944879,0.035218,0.999923
2022-10-29,20818.476562,1619.698486,6.633760,0.933222,0.036518,1.000079
2022-10-30,20635.603516,1590.783325,6.652473,0.907566,0.044028,1.000115
2022-10-31,20495.773438,1572.714478,6.630904,0.884753,0.042081,0.999996
2022-11-01,20485.273438,1579.704590,6.473107,0.891824,0.039947,1.000044
2022-11-02,20159.503906,1519.711792,6.244959,0.863861,0.038305,1.000097
2022-11-03,20209.988281,1531.541748,6.425296,0.902088,0.033380,1.000065
2022-11-04,21147.230469,1645.093384,7.064493,1.023622,0.038659,1.000036
2022-11-05,21282.691406,1627.968018,7.019451,0.996864,0.038519,0.999904
2022-11-06,20926.486328,1572.234741,6.820865,0.952076,0.035933,0.999869
2022-11-07,20602.816406,1568.591309,7.121714,1.004322,0.036141,1.000323
2022-11-08,18541.271484,1332.835571,6.294656,0.772070,0.032636,0.999982
2022-11-09,15880.780273,1100.169800,5.413379,0.556133,0.025665,1.000342
2022-11-10,17586.771484,1299.464600,5.959507,0.688539,0.031677,1.000692
2022-11-11,17034.292969,1287.221069,5.750708,0.666439,0.031992,1.000734
2022-11-12,16799.185547,1255.268311,5.768753,0.604225,0.029518,1.000224
2022-11-13,16353.365234,1221.819214,5.753248,0.631460,0.029469,1.000136
2022-11-14,16618.199219,1241.604248,5.853861,0.607996,0.029588,1.000586
2022-11-15,16884.613281,1251.736206,5.918389,0.605819,0.029328,1.000345
2022-11-16,16669.439453,1215.602539,5.714191,0.587470,0.028202,1.000186
2022-11-17,16687.517578,1200.808594,5.670609,0.553107,0.027360,1.000162
2022-11-18,16697.777344,1212.300293,5.643681,0.554523,0.027521,1.000248
2022-11-19,16711.546875,1218.426758,5.602038,0.543496,0.027581,1.000156
2022-11-20,16291.832031,1142.466675,5.290356,0.512084,0.025733,1.000214
2022-11-21,15787.284180,1108.353027,5.189894,0.501019,0.024774,1.000330
2022-11-22,16189.769531,1135.173462,5.273523,0.630313,0.025421,1.000419
2022-11-23,16610.707031,1183.199585,5.433398,0.686795,0.025953,1.000327
2022-11-24,16604.464844,1203.983154,5.391868,0.690015,0.025330,1.000215
2022-11-25,16521.841797,1198.925903,5.269090,0.679736,0.025066,1.000057
2022-11-26,16464.281250,1205.897949,5.302001,0.703562,0.025137,1.000151
2022-11-27,16444.626953,1195.126953,5.298929,0.684079,0.025289,1.000141
2022-11-28,16217.322266,1170.086182,5.134754,0.645398,0.024778,1.000201
2022-11-29,16444.982422,1216.901245,5.308931,0.662472,0.025243,1.000076
2022-11-30,17168.566406,1295.688599,5.472572,0.670706,0.025914,1.000008
2022-12-01,16967.132812,1276.273926,5.402164,0.640412,0.025244,1.000003
2022-12-02,17088.660156,1294.303345,5.629523,0.657889,0.025512,1.000051
2022-12-03,16908.236328,1243.334839,5.501038,0.635635,0.024934,0.999962
2022-12-04,17130.486328,1280.256592,5.595657,0.671023,0.025201,1.000016
2022-12-05,16974.826172,1259.676758,5.488790,0.674202,0.025853,1.000021
2022-12-06,17089.503906,1271.653809,5.503152,0.679113,0.027084,1.000090
2022-12-07,16848.126953,1232.437500,5.299137,0.653044,0.025627,1.000027
2022-12-08,17233.474609,1281.116333,5.430401,0.667730,0.026420,1.000029
2022-12-09,17133.152344,1264.284790,5.294414,0.645079,0.025772,1.000043
2022-12-10,17128.724609,1266.384155,5.273628,0.637809,0.025563,1.000072
2022-12-11,17104.193359,1263.868530,5.167614,0.628864,0.025205,0.999996
2022-12-12,17206.437500,1274.619019,5.169509,0.619117,0.025186,1.000096
2022-12-13,17781.318359,1320.549194,5.276955,0.653208,0.025161,1.000134
2022-12-14,17815.650391,1309.328735,5.215210,0.646486,0.024432,0.999980
2022-12-15,17364.865234,1266.353882,5.226642,0.617264,0.024014,1.000015
2022-12-16,16647.484375,1168.259399,4.655857,0.544713,0.020338,0.999901
